[3, -9, 0, -12, -3, -15, -6, -18, -9],[False, True, False, False, True, False, False, False, False, False]
[1, 2, 1, -2, 8, -23, 67, -193, 556],[False, False, False, False, True, False, False, False, True, False]
[2, 4, 6, 8, 10, 12, 14, 16, 18],[True, True, False, False, False, False, False, False, False, False]
[3, 2, -13, -10, 35, 26, -109, -82, 323],[True, False, False, False, False, False, True, False, False, False]
[2, 1, -4, -11, -10, 13, 56, 73, -22],[False, False, False, False, True, False, True, False, False, False]
[1, 3, 1, -2, 2, 3, -4, -1, 7],[False, False, False, False, False, False, True, False, True, False]
[2, 3, 1, -2, 4, -8, 16, -32, 64],[False, False, False, False, True, False, False, False, False, True]
[-1, 2, 5, 8, 11, 14, 17, 20, 23],[True, True, False, False, False, False, False, False, False, False]
[1, 1, 1, 3, 3, 11, 27, 139, 971],[False, False, False, False, False, False, False, True, False, True]
[2, 2, -10, -14, -30, -38, -58, -70, -94],[False, True, False, False, False, False, True, False, False, False]
[1, 2, 1, -1, -2, -1, 1, 2, 1],[False, False, False, False, True, False, True, False, False, False]
[2, 2, 3, 2, 3, 2, 3, 2, 3],[False, False, False, False, False, False, True, False, False, True]
[2, 2, 3, 10, 15, 50, 75, 250, 375],[False, False, False, False, False, False, True, False, False, True]
[2, 3, 3, -5, -6, 2, 11, 4, -13],[False, False, False, False, False, False, True, False, True, False]
[1, 1, 1, 1, 1, 1, 1, 1, 1],[True, False, False, False, True, False, False, False, False, False]
[1, 2, 3, 0, 0, 0, 0, 0, 0],[False, False, False, False, True, False, False, False, True, False]
[-1, 6, 25, 62, 123, 214, 341, 510, 727],[True, False, False, True, False, False, False, False, False, False]
[2, 3, 15, 25, 70, 111, 259, 397, 858],[False, False, True, False, False, False, True, False, False, False]
[1, 8, 27, 64, 125, 216, 343, 512, 729],[True, False, False, True, False, False, False, False, False, False]
[0, -6, -24, -60, -120, -210, -336, -504, -720],[False, True, False, True, False, False, False, False, False, False]
[3, 3, -2, -2, -2, -2, -2, -2, -2],[True, False, False, False, False, False, False, True, False, False]
[3, -1, 4, 0, 5, 1, 6, 2, 7],[False, True, False, False, True, False, False, False, False, False]
[2, 1, 2, -2, -7, 10, 26, -47, -94],[False, False, False, False, False, False, True, False, True, False]
[3, 4, 5, 6, 7, 8, 9, 10, 11],[False, True, False, False, True, False, False, False, False, False]
[2, -2, -2, -2, -2, -2, -2, -2, -2],[True, False, False, False, True, False, False, False, False, False]
[3, 3, 3, -3, -3, -3, 9, 9, 9],[True, False, False, False, False, False, False, False, True, False]
[2, 3, -27, -48, -75, -108, -147, -192, -243],[False, False, True, False, False, False, True, False, False, False]
[7, 12, 17, 22, 27, 32, 37, 42, 47],[True, True, False, False, False, False, False, False, False, False]
[3, 3, 1, -15, -15, -7, 57, 57, 25],[True, False, False, False, False, False, False, False, True, False]
[2, 1, 1, -4, 2, 2, -28, -4, -4],[True, False, False, False, False, False, False, False, False, True]
[2, 3, 2, -5, -15, -5, -47, -447, -47],[True, False, False, False, False, False, False, False, False, True]
[3, 2, -3, -12, -25, -42, -63, -88, -117],[False, True, True, False, False, False, False, False, False, False]
[1, 8, 27, 64, 125, 216, 343, 512, 729],[False, True, False, True, False, False, False, False, False, False]
[2, 2, 3, 4, -1, 2, 31, -2, -953],[False, False, False, False, False, False, False, True, False, True]
[3, 1, 2, 4, 4, 4, 4, 4, 4],[True, False, False, False, False, False, False, False, False, True]
[1, 1, 2, -1, -4, -10, -7, 5, 35],[False, False, False, False, True, False, False, False, True, False]
[1, 3, 3, -3, -9, -9, 9, 27, 27],[False, False, False, True, False, False, False, False, True, False]
[1, 1, 3, 2, 1, -8, -12, -13, -77],[False, False, False, False, True, False, False, False, False, True]
[2, 3, 2, 62, 97, 142, 134, 159, 182],[False, False, True, False, False, False, False, False, True, False]
[1, 1, 3, -6, -12, 9, 54, 9, -189],[False, False, False, False, False, False, True, False, True, False]
[3, 2, 1, 7, 3, -1, 23, 7, -9],[True, False, False, False, False, False, False, False, True, False]
[3, 3, 3, 3, 3, 3, 3, 3, 3],[False, False, False, False, True, False, True, False, False, False]
[1, -5, -15, -29, -47, -69, -95, -125, -159],[True, False, True, False, False, False, False, False, False, False]
[2, 3, 1, 9, 10, 12, 37, 42, 73],[False, False, False, False, False, False, True, False, True, False]
[1, 3, -1, -3, 1, 3, -1, -3, 1],[False, False, False, False, True, False, True, False, False, False]
[2, 1, 2, 4, -7, 31, -73, 184, -397],[False, False, False, False, True, False, False, False, True, False]
[-2, -7, -12, -17, -22, -27, -32, -37, -42],[True, True, False, False, False, False, False, False, False, False]
[3, 2, 3, 4, 6, 8, 12, 16, 24],[False, False, False, False, False, False, True, False, False, True]
[-8, -17, -32, -53, -80, -113, -152, -197, -248],[True, False, True, False, False, False, False, False, False, False]
[2, -4, -13, -25, -40, -58, -79, -103, -130],[False, True, False, False, True, False, False, False, False, False]
[2, 3, 3, 14, 20, 21, 77, 108, 114],[False, True, False, False, False, False, False, False, True, False]
[1, 1, 3, -5, -11, 9, 43, -5, -147],[False, False, False, False, False, False, True, False, True, False]
[3, 3, 3, 15, 15, 15, 447, 447, 447],[True, False, False, False, False, False, False, False, False, True]
[3, 3, 3, 3, 3, 3, 3, 3, 3],[True, False, False, False, False, False, False, True, False, False]
[1, 1, 1, 1, 1, 1, 1, 1, 1],[True, False, False, False, False, False, True, False, False, False]
[2, 2, 3, -4, -6, 8, 12, -16, -24],[False, False, False, False, False, False, True, False, False, True]
[3, 1, 9, 0, 31, -6, 117, -32, 459],[False, True, False, False, False, False, True, False, False, False]
[1, 1, 2, 3, 0, -1, 12, -1, -148],[False, False, False, False, False, False, False, True, True, False]
[2, 4, 8, 16, 32, 64, 128, 256, 512],[False, True, False, False, True, False, False, False, False, False]
[-3, -4, -3, 0, 5, 12, 21, 32, 45],[False, True, True, False, False, False, False, False, False, False]
[2, 2, 2, 0, 0, 0, -4, -4, -4],[True, False, False, False, False, False, False, False, True, False]
[3, 2, 2, 8, 10, 12, 14, 16, 18],[False, True, False, False, False, False, False, False, False, True]
[2, 2, 1, -70, -106, -147, 14, 62, 117],[False, False, True, False, False, False, False, False, True, False]
[2, 2, 3, 0, 2, -6, 14, 8, -54],[False, True, False, False, False, False, False, False, False, True]
[2, 3, 1, -3, -4, -2, 2, 3, 1],[True, False, False, False, False, False, False, False, True, False]
[1, 1, -1, -1, -1, -1, -1, -1, -1],[True, False, False, False, False, False, False, True, False, False]
[2, 1, 1, 8, 0, 0, 224, 0, 0],[False, False, False, False, False, False, False, False, True, True]
[1, 2, 2, -131, -256, -438, -293, -256, -144],[False, False, False, True, False, False, False, False, True, False]
[1, 1, 1, -2, -2, -5, -8, -29, -89],[False, False, False, False, False, False, False, True, False, True]
[1, 2, 1, 3, -3, 8, 0, 55, -64],[False, False, False, False, False, False, False, True, False, True]
[1, 3, 2, -11, -6, -14, 100, 12, 169],[False, True, False, False, False, False, False, False, False, True]
[-8, -24, -48, -80, -120, -168, -224, -288, -360],[False, True, True, False, False, False, False, False, False, False]
[1, 3, 3, -1, 1, 1, -3, -1, -1],[True, False, False, False, False, False, False, False, True, False]
[-1, -12, -33, -64, -105, -156, -217, -288, -369],[False, True, True, False, False, False, False, False, False, False]
[3, 1, -3, -1, 3, 1, -3, -1, 3],[False, False, True, False, False, False, True, False, False, False]
[3, 3, 1, 0, 8, 4, -32, 16, 144],[False, False, False, False, False, False, True, False, True, False]
[2, 3, 2, 4, 1, 6, -2, 11, -10],[False, False, False, False, False, False, True, False, True, False]
[3, 2, -13, -23, 42, 157, -53, -838, -573],[False, False, False, False, True, False, True, False, False, False]
[-5, -10, -15, -20, -25, -30, -35, -40, -45],[True, True, False, False, False, False, False, False, False, False]
[2, 3, 3, 16, 21, 47, 122, 199, 479],[False, False, False, False, False, False, True, False, True, False]
[2, 5, 11, 23, 47, 95, 191, 383, 767],[True, False, False, False, True, False, False, False, False, False]
[4, 4, 4, 4, 4, 4, 4, 4, 4],[True, False, False, True, False, False, False, False, False, False]
[-7, -11, -15, -19, -23, -27, -31, -35, -39],[True, True, False, False, False, False, False, False, False, False]
[1, -8, 7, -26, 37, -92, 163, -350, 673],[False, True, False, False, True, False, False, False, False, False]
[3, 3, 2, -15, -15, -6, -465, -465, -78],[False, False, False, False, False, False, False, False, True, True]
[-3, -8, -9, 0, 25, 72, 147, 256, 405],[False, False, True, True, False, False, False, False, False, False]
[1, 3, 2, 8, -3, 20, -73, 51, -619],[False, False, False, False, False, False, True, False, False, True]
[3, 1, 1, 5, 20, 25, 10, -60, -80],[False, True, False, False, False, False, False, False, True, False]
[-2, 1, 6, 13, 22, 33, 46, 61, 78],[True, False, True, False, False, False, False, False, False, False]
[1, 3, 1, -6, 6, 21, -36, -45, 171],[False, False, False, False, False, False, True, False, True, False]
[1, 1, 1, -3, -3, -19, -15, -719, -431],[False, False, False, False, False, False, False, True, True, False]
[2, 1, 3, -5, 10, -40, 75, -250, 575],[False, False, False, False, False, False, True, False, True, False]
[2, 6, 10, 14, 18, 22, 26, 30, 34],[True, True, False, False, False, False, False, False, False, False]
[3, 1, 1, 3, 1, 1, 3, 1, 1],[False, False, False, True, False, False, False, False, True, False]
[3, 1, 2, -21, -16, -22, -462, -280, -511],[False, True, False, False, False, False, False, False, False, True]
[5, 9, 13, 17, 21, 25, 29, 33, 37],[True, True, False, False, False, False, False, False, False, False]
[3, 2, 3, 113, 240, 417, 121, -176, -627],[False, False, False, True, False, False, False, False, True, False]
[1, 1, 2, 2, 6, 6, 22, 22, 86],[True, False, False, False, False, False, True, False, False, False]
[1, 1, -8, 19, -17, -44, 217, -431, 208],[False, False, False, False, True, False, True, False, False, False]
[1, 2, 3, -2, -4, -6, 4, 8, 12],[False, False, True, False, False, False, False, False, True, False]
[5, 16, 39, 80, 145, 240, 371, 544, 765],[False, True, False, True, False, False, False, False, False, False]
[1, -4, 5, -14, 23, -52, 97, -202, 395],[False, True, False, False, True, False, False, False, False, False]
[-4, -12, -18, -16, 0, 36, 98, 192, 324],[False, False, True, True, False, False, False, False, False, False]
[1, 3, 3, -5, -15, -15, 25, 75, 75],[True, False, False, False, False, False, False, False, True, False]
[3, 1, 1, 2, -2, -6, 12, 20, -60],[False, False, False, False, False, False, True, False, True, False]
[1, 1, 1, 6, 6, 6, 126, 126, 126],[False, False, False, False, False, False, False, False, True, True]
[-5, -6, -7, -8, -9, -10, -11, -12, -13],[True, True, False, False, False, False, False, False, False, False]
[2, 3, 2, 0, -9, -22, -44, -169, -822],[False, False, False, False, True, False, False, False, False, True]
[-4, -16, -36, -64, -100, -144, -196, -256, -324],[False, False, True, True, False, False, False, False, False, False]
[-3, 3, 13, 27, 45, 67, 93, 123, 157],[True, False, True, False, False, False, False, False, False, False]
[-2, -12, -36, -80, -150, -252, -392, -576, -810],[False, False, True, True, False, False, False, False, False, False]
[-7, -22, -47, -82, -127, -182, -247, -322, -407],[True, False, True, False, False, False, False, False, False, False]
[3, 20, 45, 80, 125, 180, 245, 320, 405],[False, False, True, False, True, False, False, False, False, False]
[1, 4, 1, 10, -5, 28, -35, 94, -161],[False, True, False, False, True, False, False, False, False, False]
[4, 12, 18, 16, 0, -36, -98, -192, -324],[False, False, True, True, False, False, False, False, False, False]
[2, 14, 34, 62, 98, 142, 194, 254, 322],[True, False, True, False, False, False, False, False, False, False]
[3, 2, 27, 58, 19, -30, 139, 346, -93],[False, False, True, False, False, False, True, False, False, False]
[3, 2, 3, -9, -4, -9, -81, -16, -81],[False, False, False, False, False, False, False, True, False, True]
[2, 4, 8, 16, 32, 64, 128, 256, 512],[True, False, False, False, True, False, False, False, False, False]
[7, 24, 51, 88, 135, 192, 259, 336, 423],[False, True, True, False, False, False, False, False, False, False]
[1, 1, 2, -1, 8, -4, 17, 269, -727],[False, False, False, False, True, False, False, False, False, True]
[2, 3, 1, -4, -9, -1, -16, -81, -1],[False, False, False, False, True, False, False, False, False, True]
[3, 2, 2, 15, 10, 10, 75, 50, 50],[False, False, False, False, False, False, False, False, True, True]
[2, 3, -4, -23, -26, 63, 256, 197, -886],[False, False, False, False, True, False, True, False, False, False]
[3, 2, 3, -7, -2, -7, -47, -2, -47],[True, False, False, False, False, False, False, False, False, True]
[2, 2, 1, 16, 16, 7, 772, 772, 151],[True, False, False, False, False, False, False, False, False, True]
[2, 1, 2, -4, -2, -28, -22, -128, -106],[False, True, False, False, False, False, True, False, False, False]
[2, 2, -14, -18, -6, -6, -22, -26, -14],[False, True, False, False, False, False, True, False, False, False]
[3, 1, 3, 9, 3, 9, 27, 9, 27],[False, False, False, True, False, False, False, False, True, False]
[0, -3, -6, -9, -12, -15, -18, -21, -24],[True, True, False, False, False, False, False, False, False, False]
[2, 3, 1, 8, 18, 2, 128, 648, 8],[False, False, False, False, False, False, False, True, False, True]
[2, 3, 1, 0, 5, -3, -4, 21, 5],[True, False, False, False, False, False, False, False, False, True]
[3, 1, -2, 4, -8, 16, -32, 64, -128],[False, False, False, False, True, False, True, False, False, False]
[-3, -10, -29, -66, -127, -218, -345, -514, -731],[True, False, False, True, False, False, False, False, False, False]
[1, 1, 0, 0, 2, 2, -6, -6, -70],[True, False, False, False, False, False, False, True, False, False]
[1, 1, 3, 2, 2, 6, 4, 4, 12],[False, False, False, True, False, False, False, False, True, False]
[2, 3, 1, 1, 1, 1, 1, 1, 1],[True, False, False, False, False, False, False, True, False, False]
[2, 1, 1, -11, -2, -14, -365, -26, -953],[False, False, False, False, False, False, True, False, False, True]
[-2, -4, -6, -8, -10, -12, -14, -16, -18],[False, True, True, False, False, False, False, False, False, False]
[2, 3, 3, 6, 9, 9, 18, 27, 27],[False, False, False, False, False, False, False, True, True, False]
[2, 2, 3, 6, 6, 9, 18, 18, 27],[False, False, False, False, False, False, False, False, True, True]
[2, 2, 1, 9, 9, 0, 240, 240, -3],[True, False, False, False, False, False, False, False, False, True]
[-3, -12, -27, -48, -75, -108, -147, -192, -243],[False, False, True, True, False, False, False, False, False, False]
[1, 1, 1, 190, 373, 646, 649, 790, 895],[False, False, False, True, False, False, False, False, True, False]
[3, 2, 2, 2, -12, -16, -20, 256, 476],[False, True, False, False, False, False, False, False, False, True]
[1, 2, 1, 1, 4, 1, 1, 16, 1],[False, False, False, False, False, False, False, True, False, True]
[3, 1, 3, -14, -12, -18, 14, 8, 18],[False, True, False, False, False, False, False, False, True, False]
[0, 12, 32, 60, 96, 140, 192, 252, 320],[True, False, True, False, False, False, False, False, False, False]
[1, 2, 3, -59, -90, -129, -491, -706, -969],[False, False, True, False, False, False, False, False, True, False]
[3, 2, -5, -5, -5, -5, -5, -5, -5],[True, False, False, False, False, False, False, True, False, False]
[3, 2, 3, -5, -2, -5, 19, 10, 19],[True, False, False, False, False, False, False, False, True, False]
[1, 3, -11, -18, 7, 18, -35, -60, 43],[False, True, False, False, False, False, True, False, False, False]
[1, 1, 2, -2, -3, -2, -1, -7, -3],[False, False, False, False, False, False, True, False, False, True]
[2, 2, 1, -4, -1, -16, -1, -256, -1],[False, False, False, False, False, False, False, True, False, True]
[3, 3, 1, 6, 6, 0, 30, 30, 0],[False, False, False, False, False, False, False, False, True, True]
[1, 1, 1, -1, -1, -1, -1, -1, -1],[False, False, False, False, False, False, False, True, False, True]
[-2, -2, -2, -2, -2, -2, -2, -2, -2],[True, False, False, True, False, False, False, False, False, False]
[2, -4, -14, -28, -46, -68, -94, -124, -158],[True, False, True, False, False, False, False, False, False, False]
[1, 8, 27, 64, 125, 216, 343, 512, 729],[False, False, True, True, False, False, False, False, False, False]
[1, 2, 3, 6, 12, 21, 39, 75, 138],[False, False, False, False, True, False, False, False, True, False]
[3, 0, -5, -12, -21, -32, -45, -60, -77],[True, False, True, False, False, False, False, False, False, False]
[1, 2, 0, -8, -16, 0, 64, 128, 0],[False, False, False, False, True, False, True, False, False, False]
[2, 2, 2, 32, 50, 72, 98, 128, 162],[False, False, True, False, False, False, False, False, True, False]
[2, 2, 1, -8, -8, -2, -128, -128, -8],[False, False, False, False, False, False, False, False, True, True]
[3, 2, -18, -18, 39, 36, -138, -132, 387],[False, True, False, False, False, False, True, False, False, False]
[3, 1, -15, -7, 57, 25, -231, -103, 921],[True, False, False, False, False, False, True, False, False, False]
