[1, 1, 3, 0, -48, 0, 0],[False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, True, True, False]
[2, 2, 1, 10, 13, 15, 27],[True, True, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False]
[2, 1, 1, 1, 4, 1, 31],[False, False, False, False, False, False, True, True, False, False, False, False, False, False, False, True, False, False, False, False, False, False]
[1, 1, 2, 1, 11, -20, 383],[False, False, False, False, False, False, False, True, False, False, False, False, False, False, True, False, False, False, False, False, True, False]
[2, 1, 2, -4, -23, -110, 859],[False, True, False, False, False, False, False, False, False, True, False, False, False, False, True, False, False, False, False, False, False, False]
[2, 1, 1, 0, 2, -2, 0],[False, True, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, True, False]
[1, 3, 2, -16, 63, -506, -1961],[False, False, False, False, True, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False]
[1, 3, 2, -5, -35, -23, 872],[False, False, False, False, True, False, False, False, True, False, False, False, False, False, False, False, False, False, False, True, False, False]
[3, 2, 1, -22, -21, 948, -107],[False, True, False, False, False, False, False, True, False, True, False, False, False, False, False, False, False, False, False, False, False, False]
[2, 1, 2, -4, -16, 16, -704],[False, False, False, False, False, False, True, False, False, False, False, False, False, False, True, True, False, False, False, False, False, False]
[2, 1, 3, 42, 54, 90, 1988],[False, False, True, False, False, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False]
[2, 1, 2, 8, -11, 238, -942],[False, False, False, False, False, False, False, False, True, False, True, False, False, False, False, False, False, False, False, True, False, False]
[3, 1, 1, 2, 8, 22, -128],[False, False, False, False, False, False, True, False, False, False, False, False, False, False, True, False, False, False, False, False, False, True]
[2, 1, 2, 5, 0, 225, 0],[False, False, False, False, False, False, False, True, False, False, True, False, False, False, False, False, False, False, False, False, True, False]
[2, 1, 2, -5, 19, -32, 457],[False, False, False, False, True, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, True, False]
[1, 2, 1, -6, 22, -32, -428],[False, False, False, False, False, False, True, False, False, False, False, False, False, False, True, False, False, False, False, False, True, False]
[3, 3, 2, -18, -8, -648, -128],[False, False, False, False, False, False, False, True, False, True, False, False, False, False, False, True, False, False, False, False, False, False]
[2, 3, 3, -13, -13, -173, -173],[True, False, False, False, False, False, False, True, False, False, False, False, False, False, False, True, False, False, False, False, False, False]
[2, 1, 1, 1, 2, 3, 1],[False, True, False, False, False, False, True, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False]
[1, 2, 1, 0, 8, 0, 0],[True, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, True, False, False]
[1, 3, 1, -7, -31, 57, -359],[False, False, False, False, True, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, True]
[2, 2, 3, 4, 4, 8, 88],[False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, True, False, False, True, False, False, False]
[1, 2, 2, 4, 18, -46, 920],[False, False, False, False, False, False, False, False, True, True, True, False, False, False, False, False, False, False, False, False, False, False]
[-2, 10, 60, 172, 370, 678, 1120],[False, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]
[1, 1, 3, 3, -5, -63, -633],[False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, True, False, False, False, False, True, False]
[1, 3, 1, 25, 19, 3, -855],[False, False, True, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False]
[2, 1, 3, -5, 0, -14, 15],[False, False, False, False, False, False, True, False, True, False, False, False, False, False, False, False, False, False, False, True, False, False]
[1, 1, -1, -1, -1, -1, -1],[True, False, False, False, True, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False]
[1, 1, 2, -2, -5, -40, 118],[False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, True, False, True, False]
[1, 1, 1, 0, -3, -7, 0],[False, False, False, False, False, False, False, False, True, False, False, False, False, False, True, False, False, False, False, False, False, True]
[1, 2, 2, 0, -20, -80, 0],[False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, True, True, False, False]
[3, 2, 2, -9, -4, -4, -81],[False, False, False, False, False, False, False, False, False, True, False, True, False, False, False, False, False, False, True, False, False, False]
[3, 1, 1, 14, 6, 19, 1181],[True, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, True, False, False]
[2, 1, 3, -1, -9, 55, 39],[False, False, False, False, False, False, True, False, False, True, False, False, False, False, False, False, False, False, False, True, False, False]
[1, 1, 1, 2, 3, 16, 1],[True, False, False, False, False, False, False, False, False, False, True, False, False, False, False, True, False, False, False, False, False, False]
[1, 1, 1, 0, 1, 2, 7],[False, True, False, False, False, False, False, False, True, False, False, False, False, False, False, True, False, False, False, False, False, False]
[2, 1, 3, 1, 1, 1, 1],[True, False, False, False, True, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False]
[1, 2, 3, 0, -132, 0, 0],[False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, True, False, True]
[2, 2, 1, 20, 23, 19, 1181],[False, True, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False]
[3, 3, 2, 324, 633, 1096, 447],[False, True, False, True, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False]
[2, 3, 2, 6, 4, 12, 8],[False, False, False, False, False, False, True, False, True, False, False, False, False, False, False, False, False, False, False, False, True, False]
[3, 1, 1, -15, 1, 737, -447],[False, False, False, False, False, False, False, True, False, True, False, False, False, False, False, False, False, False, False, True, False, False]
[2, 1, 3, 7, 0, -218, -147],[False, False, True, False, False, False, False, True, False, True, False, False, False, False, False, False, False, False, False, False, False, False]
[3, 3, 1, -268, -514, -1137, -546],[False, False, False, True, False, False, True, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False]
[3, 2, 1, 8, -28, 192, -1728],[False, False, False, False, False, False, False, True, False, False, False, False, False, False, True, False, False, False, True, False, False, False]
[2, 1, 3, 5, 15, 25, 75],[False, False, False, False, False, False, True, False, True, False, True, False, False, False, False, False, False, False, False, False, False, False]
[1, 1, 2, 0, 9, -21, 70],[False, True, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False]
[1, 1, 1, -1, -7, -17, -79],[False, False, False, False, True, False, False, False, False, False, True, False, False, False, False, False, False, False, True, False, False, False]
[1, 1, 2, -1, 3, -11, -9],[False, False, False, False, False, False, True, False, False, True, False, False, False, False, False, False, False, False, False, False, True, False]
[2, 2, 2, 4, 8, 16, -128],[False, False, False, False, True, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False, False]
[3, 1, 1, 10, 25, 36, 22],[True, False, True, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False]
[2, 1, 1, 6, 2, -103, 78],[False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, True, True]
[3, 1, 1, -16, -94, -138, 1068],[False, False, True, False, False, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False]
[1, 1, 1, 4, 1, 1, 79],[False, False, False, False, False, False, False, False, True, True, True, False, False, False, False, False, False, False, False, False, False, False]
[2, 2, 3, -332, -638, -763, 583],[False, False, False, True, False, False, True, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False]
[3, 3, 1, -3, -7, 33, -511],[False, False, False, False, False, False, False, True, False, False, True, False, False, False, False, False, False, False, False, True, False, False]
[2, 2, 2, 6, 14, 38, 158],[True, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False]
[3, 2, 2, 14, 19, 70, 69],[False, True, False, False, False, False, True, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False]
[1, 2, 2, -6, 4, -80, -1792],[False, False, False, False, True, False, False, True, False, False, False, False, False, False, True, False, False, False, False, False, False, False]
[1, 2, 3, -1, 22, -582, 1760],[False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, True, False, False, False]
[1, 2, 2, 9, 44, 219, 1094],[True, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True]
[3, 2, 3, 9, 4, 9, 81],[False, False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, True, False]
[1, 2, 3, 2, 14, 18, 344],[False, False, False, False, False, False, True, True, False, True, False, False, False, False, False, False, False, False, False, False, False, False]
[2, 1, 1, -2, -1, -3, 74],[False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, True, False, False]
[1, 2, 3, 28, 37, 142, 183],[False, True, False, False, False, False, True, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False]
[3, 3, 6, 5, 16, 11, 54],[True, True, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]
[2, 1, 2, 0, 12, -36, -180],[False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, True, False]
[3, 1, 1, -1, 3, 5, 41],[False, False, False, False, False, False, True, True, False, False, False, False, False, False, True, False, False, False, False, False, False, False]
[3, 1, 2, 10, 50, 250, 1250],[False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, True]
[3, 2, 3, 0, 8, 18, -432],[False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False, True, False, False, False]
[1, 2, 1, 2, 2, 1, 4],[False, False, True, False, False, False, False, False, True, False, False, False, False, False, True, False, False, False, False, False, False, False]
[3, 3, 2, 1, -6, -24, 586],[True, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, True, False, False]
[1, 1, 1, 2, -2, 19, -370],[True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False]
[1, 2, 1, 7, -1, 97, -41],[False, False, False, False, False, False, False, True, False, True, False, False, False, False, False, False, False, False, False, False, True, False]
[3, 3, 1, 2, 0, 4, 8],[False, False, False, False, True, False, False, True, False, False, False, False, False, False, False, False, False, False, True, False, False, False]
[2, 2, 3, -9, -14, -86, -201],[True, False, False, False, False, False, False, True, False, False, False, False, False, False, True, False, False, False, False, False, False, False]
[1, 3, 1, -4, 27, -30, 492],[False, False, False, False, False, False, False, False, True, True, False, False, False, False, False, True, False, False, False, False, False, False]
[2, 2, 3, -14, -17, -21, -7],[False, True, False, False, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False]
[3, 10, 10, 28, 14, 68, -10],[False, True, True, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]
[2, 1, 2, -2, -9, 22, 658],[False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False, True]
[3, 1, 3, 2, 10, 6, 38],[True, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True]
[2, 2, 1, 0, 5, -14, 63],[False, True, False, False, True, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False]
[1, 3, 2, 3, 6, 6, 18],[False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, True, False, False, True]
[3, 3, 1, 5, -11, 45, -155],[False, False, False, False, True, False, False, True, False, True, False, False, False, False, False, False, False, False, False, False, False, False]
[3, 1, 1, 12, 4, 433, 192],[False, False, False, False, False, False, False, True, False, True, False, True, False, False, False, False, False, False, False, False, False, False]
[1, 1, 1, -2, -2, -2, 16],[False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, True, True]
[1, 2, 2, 2, 12, -28, 1512],[False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, True, False, True, False]
[1, 3, -21, 47, -161, 459, -1405],[False, True, False, False, True, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]
[3, 3, 1, 25, -56, 338, 1257],[False, False, True, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False]
[1, 1, 2, 3, -3, -81, -378],[False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True]
